&#160;Ст.;Код;Наименование;Группа;Поставщик;Покупатель;Отсрочка;Торговый агент;ИНН;Ан. счет;Вид цены по умолчанию;Лимит кредита (руб);Лимит кредита изм-ся вручную;Стоп-лист изм-ся вручную;Номер маршрута;Телефон;Юридический адрес;Адрес доставки;Макс. отсрочка;Время дост. контр.;Полное наименование;Код ОКПО;Код ОКОНХ;Банковские реквизиты;Директор;Гл. бух.;№ договора;Дата договора;Вышестоящая орг.;Долги на вышестоящую орг.;Email-адрес;КПП;Макс. сумма операции;БИК;Время доставки;EDI;Серия_лицензии;Номер_лицензии;Дата_выдачи;Кем_выдана;Срок_действия_лиц_с;Срок_действия_лиц_по;Рег_номер_лицензии;Степень_сложности;Работает по ЭДО
0;0;691090;Альпинарий;Магнит•ПД Тверь Восток 24;1;1;;;2310031475;201186424;;;0;0;;+7(906)656-87-48;350002, Краснодарский край, Краснодар г, Леваневского 185;170508, Тверская обл, Калининский р-н, Заволжский п, дом № 8;;;"АО ""Тандер"" м-н Альпинарий";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md691090@magnit.ru;694945006;;40349602;;;;69РПА0002154;23.05.2016;Министерством Тверской области по обеспечению контрольных функций;16.03.2017;30.06.2026;69РПА0001868;;Нет
0;0;774773;Альтенбург;ПД Москва 5 (24);1;1;;;2310031475;201167984;;;0;0;;+7(964)761-86-14;350002, Краснодарский край, Краснодар г, Леваневского 185;121359, Москва г, Академика Павлова ул, дом № 10;;;"АО ""Тандер"" м-н Альтенбург";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md774773@magnit.ru;773145002;;40349602;48;;;77РПА0014123;25.09.2013;Департамент торговли и услуг г. Москвы;14.02.2020;27.09.2023;77РПА0006229;;Нет
0;0;937781;Альтикьеро;Магнит•ПД МК;1;1;;;2310031475;201173300;;;0;0;;+7(968)588-72-53;350002, Краснодарский край, Краснодар г, Леваневского 185;129301, Москва г, Бориса Галушкина ул, дом № 20, этаж 1, нежилое помещение IX, комнаты №№1-3,3а,4,4а,4б,5-7,9,11,13,14,16-20;;;"АО ""Тандер"" м-н Альтикьеро";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk937781@magnit.ru;771745005;;40349602;48;;;;;;;;;;Нет
0;0;694756;Альтруизм;Магнит•ПД Тверь Восток 6;1;1;;;2310031475;201186425;;;0;0;;+7(906)656-02-33;350002, Краснодарский край, Краснодар г, Леваневского 185;171261, Тверская обл, Конаковский р-н, Редкино пгт, Гагарина ул, дом № 8а;;;"АО ""Тандер"" м-н Альтруизм";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md694756@magnit.ru;694945008;;40349602;;;;;;;;;;;Нет
0;0;770355;Альфорс;ПД Москва 5 (24);1;1;;;2310031475;201177276;;;0;0;;+7(906)029-62-35;350002, Краснодарский край, Краснодар г, Леваневского 185;121615, Москва г, Рублёвское ш, дом № 16, корпус 4;;;"АО ""Тандер"" м-н Альфорс";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md770355@magnit.ru;773145018;;40349602;;;;77РПА0013808;;;11.04.2018;11.04.2023;;;Нет
0;1;503343;Альхага;ПД Москва 1 (6);1;1;;;2310031475;201178048;;;0;0;;+7(906)029-62-66;350002, Краснодарский край, Краснодар г, Леваневского 185;141506, Московская обл, Солнечногорский р-н, Солнечногорск г, Рекинцо мкр, дом № магазин №7;;;"АО ""Тандер"" м-н Альхага";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md503343@magnit.ru;504445023;;40349602;;;;;;;;;;;Нет
0;0;503475;Альхита;ПД Москва 6 (6);1;1;;;2310031475;201178052;;;0;0;;+7(968)861-26-13;350002, Краснодарский край, Краснодар г, Леваневского 185;141503, Московская обл, Солнечногорский р-н, Солнечногорск г, Баранова ул, дом № 11;;;"АО ""Тандер"" м-н Альхита";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md503475@magnit.ru;504445025;;40349602;;;;50РПА0017233;;;20.11.2018;18.11.2023;50РПА0017233;;Нет
0;0;691091;Алюминий;Магнит•ПД Тверь Восток 6;1;1;;;2310031475;201186426;;;0;0;;+7(906)656-87-35;350002, Краснодарский край, Краснодар г, Леваневского 185;171502, Тверская обл, Кимры г, Орджоникидзе ул, дом № 27/1;;;"АО ""Тандер"" м-н Алюминий";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md691091@magnit.ru;691045007;;40349602;;;;69РПА0002154;23.05.2016;Министерством Тверской области по обеспечению контрольных функций;31.03.2021;30.06.2026;69РПА0001868;;Нет
0;0;691073;Амалфи;ПД Тверь 18 направление 24•ПД Тверь Запад 24;1;1;;;2310031475;201186427;;;0;0;;+7(906)656-87-22;350002, Краснодарский край, Краснодар г, Леваневского 185;171090, Тверская обл, Озерный пгт, Ленинградская ул, дом № 20Б;;;"АО ""Тандер"" м-н Амалфи";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md691073@magnit.ru;690745006;;40349602;;;;69РПА0001868;23.05.2016;Министерством Тверской области по обеспечению контрольных функций;31.03.2021;30.06.2026;69РПА0001868;;Нет
0;1;936957;Аматсу;Магнит•ПД МК;1;1;;;2310031475;;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;172008, Тверская обл, Торжок г, Дзержинского ул, дом № 59;;;"АО ""Тандер"" м-н Аматсу";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;691545008;;40349602;;;;;;;;;;;Нет
0;0;935043;Амбер;Магнит•ПД МК;1;1;;;2310031475;201184223;;;0;0;;+7(903)578-19-00;350002, Краснодарский край, Краснодар г, Леваневского 185;143432, Московская обл, Красногорский р-н, Нахабино рп, Институтская ул, дом № 4;;;"АО ""Тандер"" м-н Амбер";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk935043@magnit.ru;502445009;;40349602;;;;;;;;;;;Нет
0;0;691074;Амбул;Магнит•ПД Тверь Восток 6;1;1;;;2310031475;201186428;;;0;0;;+7(906)656-86-02;350002, Краснодарский край, Краснодар г, Леваневского 185;171251, Тверская обл, Конаковский р-н, Конаково г, Строителей ул;;;"АО ""Тандер"" м-н Амбул";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md691074@magnit.ru;694945005;;40349602;;;;69РПА0002154;23.05.2016;Министерством Тверской области по обеспечению контрольных функций;16.03.2017;30.06.2026;69РПА0001868;;Нет
0;0;691096;Аммоний;Магнит•ПД Тверь Восток 6;1;1;;;2310031475;201186429;;;0;0;;+7(962)879-51-31;350002, Краснодарский край, Краснодар г, Леваневского 185;171504, Тверская обл, Кимры г, Челюскинцев ул, дом № 18,пом. 60,61;;;"АО ""Тандер"" м-н Аммоний";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md691096@magnit.ru;691045006;;40349602;;;;69РПА0001868;23.05.2016;Министерством Тверской области по обеспечению контрольных функций;23.05.2016;30.06.2026;69РПА0001868;;Нет
0;0;691092;Амурный;ПД Тверь 18 направление 24•ПД Тверь Запад 24;1;1;;;2310031475;201186430;;;0;0;;+7(906)656-83-05;350002, Краснодарский край, Краснодар г, Леваневского 185;171151, Тверская обл, Вышний Волочек г, Шмидта ул, дом № 80;;;"АО ""Тандер"" м-н Амурный";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md691092@magnit.ru;690845005;;40349602;;;;69РПА0002154;23.05.2016;Министерством Тверской области по обеспечению контрольных функций;31.03.2021;30.06.2026;69РПА0002154;;Нет
0;0;690087;Амфиктион;ПД Тверь 18 направление 24•ПД Тверь Запад 24;1;1;;;2310031475;201186431;;;0;0;;+7(906)656-82-20;350002, Краснодарский край, Краснодар г, Леваневского 185;170009, Тверская обл, Тверь г, Громова ул, дом № 3;;;"АО ""Тандер"" м-н Амфиктион";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md690087@magnit.ru;695045004;;40349602;;;;69РПА0002154;23.05.2016;Министерством Тверской области по обеспечению контрольных функций;16.03.2017;30.06.2026;69РПА0001868;;Нет
0;1;504049;Амьен;ПД Москва 6 (6);1;1;;;2310031475;201171132;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;141730, Московская обл, Лобня г, Московская ул, дом № 7, пом.1-13;;;"АО ""Тандер"" м-н Амьен";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;502545001;;40349602;;;;50РПА0012814;17.05.2016;Министерство потребительского рынка и услуг МО;17.05.2016;13.10.2020;50РПА0012814;;Нет
0;0;692813;Анамнез;Магнит•ПД Тверь Восток 24;1;1;;;2310031475;201179912;;;0;0;;+7(903)802-93-70;350002, Краснодарский край, Краснодар г, Леваневского 185;171530, Тверская обл, Кимрский р-н, Белый Городок пгт, Главная ул, дом № 17а;;;"АО ""Тандер"" м-н Анамнез";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md692813@magnit.ru;692745001;;40349602;;;;69РПА0002154;21.05.2018;;16.03.2017;30.06.2026;69РПА0002154;;Нет
0;0;773515;Анаретика;ПД Москва 6 (24);1;1;;;2310031475;201178389;;;0;0;;+7(966)314-06-55;350002, Краснодарский край, Краснодар г, Леваневского 185;125252, Москва г, Куусинена ул, дом № 19, корп. 1, подвал, цоколь;;;"АО ""Тандер"" м-н Анаретика";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md773515@magnit.ru;771445007;;40349602;;;;77РПА0005477;23.03.2018;;17.01.2013;17.01.2023;77РПА0005477;;Нет
0;0;502430;Ангмар;ПД Москва 5 (24);1;1;;;2310031475;201184224;;;0;0;;+7(965)195-35-77;350002, Краснодарский край, Краснодар г, Леваневского 185;143200, Московская обл, Можайский р-н, Можайск г, Академика Павлова ул, дом № 12;;;"АО ""Тандер"" м-н Ангмар";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md502430@magnit.ru;502845001;;40349602;48;;;50РПА0011844;12.11.2015;Министерство потребительского рынка и услуг МО;28.05.2015;27.05.2026;50РПА0011844;;Нет
0;0;502980;Ангренский;ТД РЦ Ногинск (Алкоголь);1;1;;;2310031475;201178718;;;0;0;;+7(966)314-93-86;350002, Краснодарский край, Краснодар г, Леваневского 185;141006, Московская обл, Мытищи г, Кадомцева ул, дом № 10, этаж 1, нежилые помещения №001,002,003,004;;;"АО ""Тандер"" м-н Ангренский";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md502980@magnit.ru;502945019;;40349602;;;;50РПА0011848;;;31.05.2018;27.05.2026;50РПА0011848;;Нет
0;0;946911;Андреевка;Магнит•ПД МК;1;1;;;2310031475;201189017;;;0;0;;+7(960)700-98-02;350002, Краснодарский край, Краснодар г, Леваневского 185;171506, Тверская обл, Кимры г, Урицкого ул, дом № 1б;;;"АО ""Тандер"" м-н Андреевка";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk946911@magnit.ru;691045010;;40349602;;;;;;;;;;;Нет
0;0;770003;Андреевский;ПД Москва 6 (6);1;1;;;2310031475;201168479;;;0;0;;+7(966)135-92-73;350002, Краснодарский край, Краснодар г, Леваневского 185;141551, Московская обл, Солнечногорский р-н, Андреевка рп, магазин;;;"АО ""Тандер"" м-н Андреевский";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md770003@magnit.ru;504445003;;40349602;;;;50РПА0009454;12.11.2015;Министерство потребительского рынка и услуг МО;09.08.2019;24.03.2024;50РПА0009454;;Нет
